image_name,fold,partly_cloudy,haze,clear,primary,cultivation,bare_ground,road,artisinal_mine,blow_down,selective_logging,slash_burn,water,habitation,cloudy,blooming,conventional_mine,agriculture
train_23761,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23762,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23763,7,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
train_23764,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_23765,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23766,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23767,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23768,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23769,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23770,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23771,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23772,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23773,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23774,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23775,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23776,8,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
train_23777,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23778,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_23779,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23780,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23781,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23782,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23783,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23784,6,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_23785,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23786,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23787,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23788,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23789,4,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train_23790,8,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
train_23791,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23792,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23793,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23794,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23795,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23796,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23797,9,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
train_23798,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23800,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23801,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23802,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23803,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23804,8,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23806,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23807,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23808,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23809,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_23810,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23811,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23812,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23813,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23814,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23815,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23816,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23817,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23818,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_23819,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23820,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23821,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23822,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23823,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23824,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23825,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23826,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23827,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_23828,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23829,8,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_23830,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23831,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23832,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
train_23833,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23834,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23835,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_23836,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
train_23837,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23838,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23839,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23840,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23841,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23842,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23843,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23844,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23845,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23846,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23847,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
train_23848,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23849,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23850,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23851,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23852,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23853,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23854,9,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23855,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_23856,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23857,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23858,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23859,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23860,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23861,9,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
train_23862,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23863,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23864,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23865,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23866,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23867,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23868,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23869,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23870,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23871,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23872,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23873,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23874,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
train_23875,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23876,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train_23877,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23878,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23879,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23880,5,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
train_23881,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23882,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23883,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23885,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_23886,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23887,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23888,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23889,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23890,9,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_23891,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23892,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23893,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23894,8,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
train_23895,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23896,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23897,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23898,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_23899,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
train_23900,9,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
train_23901,6,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_23902,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23903,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23904,8,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
train_23905,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23906,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_23907,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23908,5,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
train_23909,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23910,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23911,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23912,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23913,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23914,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_23915,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23916,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23917,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23918,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23919,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23920,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_23921,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23922,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23923,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23924,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23925,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23926,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23927,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23928,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23929,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
train_23930,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_23931,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23932,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23933,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_23934,7,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
train_23935,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23936,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23937,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23938,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23939,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_23940,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23941,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23942,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23943,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_23944,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_23945,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23946,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23947,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
train_23948,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23949,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23950,9,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_23951,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23952,3,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
train_23953,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23954,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23955,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23956,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23957,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
train_23958,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23959,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23960,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23961,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_23962,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23963,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_23964,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_23965,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23966,6,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
train_23967,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23968,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23969,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23970,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23971,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23972,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23973,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23974,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23975,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23976,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23977,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23979,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23980,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_23982,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23983,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23984,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_23985,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23986,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23988,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23989,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23990,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23991,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23992,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23993,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23994,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
train_23995,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
train_23996,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23997,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_23998,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23999,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_24000,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24002,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24003,8,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_24004,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24005,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_24006,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_24007,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_24008,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24009,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24011,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24012,2,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
train_24013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24015,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24016,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24017,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24018,5,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
train_24019,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_24020,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24022,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_24023,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24024,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_24025,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_24026,7,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24027,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24028,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24029,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24030,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24031,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24032,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24033,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_24034,9,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_24035,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24036,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_24037,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_24038,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24039,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24040,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_24041,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_24042,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24043,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24044,7,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24045,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24046,7,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24047,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24048,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_24049,9,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
train_24050,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24051,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24052,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24053,6,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
train_24054,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_24055,6,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
train_24056,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24057,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24058,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24059,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24060,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_24061,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24062,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24063,9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_24064,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_24065,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24066,9,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24067,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24068,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24069,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24070,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24071,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_24072,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
train_24073,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24074,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24075,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24076,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24077,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24078,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24079,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24080,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24081,9,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_24082,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
train_24083,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24084,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24085,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24086,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_24087,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
train_24088,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24089,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24090,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24091,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24092,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24093,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_24094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_24095,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24096,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24097,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_24098,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_24099,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
