image_name,fold,road,artisinal_mine,cloudy,selective_logging,blooming,agriculture,haze,slash_burn,habitation,clear,water,conventional_mine,cultivation,blow_down,primary,bare_ground,partly_cloudy
train_14793,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
train_14794,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14795,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14796,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14797,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_14799,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_14800,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14801,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14802,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14803,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14804,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14805,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14806,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_14807,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
train_14808,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14809,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14810,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14811,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14812,9,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
train_14813,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14815,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
train_14816,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
train_14817,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
train_14818,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14819,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14820,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14821,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14822,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14823,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14824,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_14825,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
train_14826,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14827,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14828,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14830,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14831,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_14832,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14833,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14834,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_14835,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14836,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14838,7,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_14839,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14840,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_14841,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14842,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14843,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14844,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_14845,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14846,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14847,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14848,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14849,9,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_14850,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_14851,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14852,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14853,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_14854,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14855,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14856,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14857,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14858,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14859,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14860,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14861,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14863,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14864,4,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_14865,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_14866,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14867,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_14868,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14869,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14870,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_14871,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14872,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14873,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14874,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14875,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14876,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14877,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_14878,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14879,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14880,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14881,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14882,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14884,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14886,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
train_14887,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14888,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14889,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14890,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14891,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14892,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14893,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14894,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14895,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14896,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14897,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14898,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14899,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
train_14900,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14901,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14902,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14903,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14904,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_14906,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14907,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14908,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14909,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14910,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14911,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14912,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14913,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14914,8,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
train_14915,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14916,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14917,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14918,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
train_14919,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14920,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14922,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14923,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14924,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14925,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14926,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14927,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14928,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14929,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14930,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14931,6,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_14932,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14933,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14934,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14935,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_14936,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14937,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14938,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
train_14939,7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
train_14940,6,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_14941,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14942,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14943,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14944,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_14945,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14946,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14947,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14948,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14949,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14950,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14951,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
train_14952,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14953,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14954,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14955,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14956,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14957,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_14958,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_14959,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14960,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14961,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14962,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14963,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14964,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14965,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_14966,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_14967,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
train_14968,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_14969,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14970,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14971,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14973,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
train_14974,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14975,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14976,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_14977,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14978,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14979,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14981,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14982,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14983,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
train_14984,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_14985,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14986,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14987,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14989,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14990,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14991,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_14992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14993,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14994,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14995,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14996,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_14997,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_14998,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_14999,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15000,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
train_15001,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15002,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15003,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_15004,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15005,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15006,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15007,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15008,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15009,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15010,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
train_15012,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15013,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15014,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
train_15015,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_15016,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_15017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15018,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15019,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15020,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15022,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15023,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15024,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15025,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15026,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15027,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15028,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15029,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_15030,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15031,7,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_15032,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_15033,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15034,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15035,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15036,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15037,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_15038,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15039,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15040,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15041,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15042,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_15043,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15044,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15045,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_15046,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15047,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_15048,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15049,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15050,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_15051,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15053,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15054,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15055,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
train_15056,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15057,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15058,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15059,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15060,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15061,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15063,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15064,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15065,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15066,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15067,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15068,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15069,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15070,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15071,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_15072,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
train_15073,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15074,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15075,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15076,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15077,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15078,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15079,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15080,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15081,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15082,4,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_15083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15084,4,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_15085,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15086,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15087,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15088,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15089,9,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_15090,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
train_15091,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15092,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_15093,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15094,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15095,6,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_15096,9,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
train_15097,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15098,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_15099,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_15100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15101,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_15103,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_15104,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15105,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15106,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15107,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_15108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15109,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
train_15110,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15111,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15112,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_15113,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_15114,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15115,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_15116,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15117,9,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_15118,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15119,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15120,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15121,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_15122,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15123,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15124,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15125,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15127,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_15128,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_15129,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_15130,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
train_15131,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
